season,player_id,pa,offense_runs,total_innings,field_innings,defense_runs
2024,675961,96,-2.8888859394747106,278.1793448769293,253.66666666666669,2.9146401927028065
2025,669398,17,-1.5679151038444932,36.28598707403055,21.0,-1.7217049881199213
2025,681546,148,-6.960055342848069,428.1904761904762,424.3333333333333,-16.09817762659761
2022,628338,82,-2.558718936344906,357.4211061655883,341.66666666666663,1.8022376737294534
2024,624641,274,5.966649071156592,579.2985887943396,490.0,16.3897248433099
2025,683748,38,-0.27273077894092335,137.1315789473684,135.0,-1.0366645896995264
2024,518792,258,2.0549249872944833,613.851348284604,550.0,14.100379243163047
2025,571912,54,0.8427259074556197,207.2382087970323,202.66666666666666,1.9095009233286926
2022,664247,162,0.09036002663418241,350.59978926344013,196.66666666666666,0.2976395036655286
2023,671218,60,-2.7221348935548564,136.34691126915976,66.0,3.079021261955969
2023,664238,165,2.2718478681531735,479.38957934300436,436.0,10.124830482247887
2023,650619,4,-0.12489655261602295,19.0,19.0,-0.5601670275952166
2021,643565,185,-10.504423014638643,342.43101517249045,270.6666666666667,11.064560250096058
2024,657193,11,-1.398444806126089,27.545045045045043,18.666666666666664,1.3235491289176922
2023,518735,405,-11.980528063530171,840.3379191569367,576.6666666666667,-6.533304583319772
2021,663697,622,18.391602230321638,1261.5292447481688,1162.3333333333335,6.747402315159834
2024,663757,209,-2.7587042642198614,620.4347557875448,603.0,-12.296375004611203
2024,656716,325,-2.6051317617910796,623.0531193741572,535.9999999999999,0.03380664167859537
2025,672275,452,-14.998035206251638,1091.4941620879122,1071.0,15.536930529049595
2021,542583,510,6.387879175554272,1043.9591542575217,963.666666666667,-10.909808565339311
2025,689172,63,-2.0477979370055133,182.15116279069767,169.0,-1.1996615609214518
2021,546318,492,-1.3220230843011627,977.1844921248946,897.0,8.49042866766126
2021,518692,695,38.148889246512674,1363.5522528181316,1297.6666666666665,-8.141570243020961
2025,673548,651,18.20171955008964,1315.264349610788,412.66666666666663,-16.814596158746223
2025,664023,663,14.354157131363928,1300.417141596948,1197.6666666666667,-1.2999809543990262
2025,664913,76,-2.7974559971612023,172.0718885183947,116.0,-7.263278892778763
2025,672386,506,3.1103400058879203,1088.4809676907203,1015.6666666666667,7.598068988537092
2023,571466,123,-8.32418557041863,298.6353527572063,255.0,1.1225858348251483
2022,456715,156,-11.651941883437138,367.33333333333337,367.33333333333337,-0.7886559174330754
2024,663611,94,-2.803877158882942,369.7705740116925,345.99999999999994,-8.926790304306374
2025,665926,369,-9.448778189720175,854.4929292366255,810.3333333333333,10.386525728390849
2025,663728,705,53.092009910686606,1402.584935373343,1047.3333333333333,4.419734728263952
2021,641432,284,-3.2682761595880203,590.9727592038618,291.3333333333333,-15.45718047292047
2022,605353,253,-7.4445640504525645,560.1136185886628,533.6666666666666,-20.065410389190042
2024,669701,592,10.662015808836662,1238.1895551920245,1117.6666666666665,-0.9198766777073883
2024,673490,470,4.232209432394533,1053.3333333333335,1053.3333333333335,-7.779237670107471
2023,668843,86,-0.03232724066836279,186.9229101841729,169.99999999999997,-0.5546071806199111
2023,643565,401,11.302627562028672,801.2462725339417,664.6666666666666,-9.287349942275519
2021,543510,412,-14.998214976185125,969.6960958747885,942.3333333333334,9.953319045338269
